no,email,EXPERIENCE,TECH,dependend
331,user331@hotmail.com,2,html,0
332,user332@gmail.com,15,matlab,0
333,user333@hotmail.com,5,go,0
334,user334@gmail.com,2,sas,0
335,user335@outlook.com,10,matlab,0
336,user336@example.com,9,swift,0
337,user337@gmail.com,11,html,0
338,user338@outlook.com,13,php,0
339,user339@hotmail.com,13,lua,0
340,user340@yahoo.com,3,css,0
341,user341@yahoo.com,3,elixir,0
342,user342@hotmail.com,9,rust,0
343,user343@gmail.com,8,lua,0
344,user344@example.com,2,elixir,0
345,user345@outlook.com,15,java,0
346,user346@outlook.com,8,fastapi,1
347,user347@outlook.com,8,perl,0
348,user348@hotmail.com,8,html,0
349,user349@example.com,12,html,0
350,user350@example.com,8,fortran,0
351,user351@gmail.com,13,flask,1
352,user352@outlook.com,13,dart,0
353,user353@outlook.com,13,elixir,0
354,user354@yahoo.com,2,ruby,0
355,user355@example.com,9,sas,0
356,user356@outlook.com,1,rust,0
357,user357@outlook.com,2,fortran,0
358,user358@yahoo.com,14,lua,0
359,user359@example.com,11,fastapi,1
360,user360@gmail.com,3,scala,0
361,user361@example.com,9,lisp,0
362,user362@example.com,15,typescript,0
363,user363@hotmail.com,5,swift,0
364,user364@hotmail.com,9,python,1
365,user365@example.com,4,javascript,0
366,user366@example.com,5,dart,0
367,user367@yahoo.com,5,haskell,0
368,user368@example.com,12,kotlin,0
369,user369@outlook.com,6,html,0
370,user370@yahoo.com,1,matlab,0
371,user371@gmail.com,7,php,0
372,user372@hotmail.com,5,sas,0
373,user373@yahoo.com,14,css,0
374,user374@outlook.com,1,rust,0
375,user375@gmail.com,6,xml,0
376,user376@example.com,9,fortran,0
377,user377@example.com,11,javascript,0
378,user378@gmail.com,9,typescript,0
379,user379@gmail.com,7,c#,0
380,user380@outlook.com,15,dart,0
381,user381@gmail.com,5,lisp,0
382,user382@gmail.com,10,cobol,0
383,user383@hotmail.com,11,dart,0
384,user384@yahoo.com,13,elixir,0
385,user385@yahoo.com,11,java,0
386,user386@gmail.com,6,sas,0
387,user387@hotmail.com,5,ruby,0
388,user388@hotmail.com,7,perl,0
389,user389@example.com,9,javascript,0
390,user390@example.com,14,django,1
391,user391@gmail.com,2,python,1
392,user392@gmail.com,13,kotlin,0
393,user393@outlook.com,13,flask,1
394,user394@yahoo.com,11,bash,0
395,user395@gmail.com,10,julia,0
396,user396@yahoo.com,3,pandas,1
397,user397@outlook.com,10,scheme,0
398,user398@yahoo.com,12,python,1
399,user399@gmail.com,9,rust,0
400,user400@gmail.com,7,javascript,0
401,user401@example.com,14,javascript,0
402,user402@hotmail.com,5,kotlin,0
403,user403@hotmail.com,3,scheme,0
404,user404@yahoo.com,4,fortran,0
405,user405@gmail.com,15,css,0
406,user406@outlook.com,5,javascript,0
407,user407@gmail.com,11,flask,1
408,user408@outlook.com,4,lisp,0
409,user409@gmail.com,11,lua,0
410,user410@hotmail.com,14,flask,1
411,user411@yahoo.com,13,html,0
412,user412@example.com,2,json,0
413,user413@yahoo.com,12,python,1
414,user414@hotmail.com,14,haskell,0
415,user415@yahoo.com,2,perl,0
416,user416@outlook.com,15,dart,0
417,user417@gmail.com,8,javascript,0
418,user418@gmail.com,15,haskell,0
419,user419@example.com,12,lisp,0
420,user420@gmail.com,10,r,0
421,user421@yahoo.com,11,haskell,0
422,user422@gmail.com,1,lisp,0
423,user423@hotmail.com,11,erlang,0
424,user424@hotmail.com,2,c++,0
425,user425@yahoo.com,1,c#,0
426,user426@hotmail.com,13,erlang,0
427,user427@example.com,6,html,0
428,user428@yahoo.com,5,r,0
429,user429@hotmail.com,3,bash,0
430,user430@hotmail.com,2,json,0
431,user431@example.com,14,flask,1
432,user432@gmail.com,12,go,0
433,user433@example.com,11,sas,0
434,user434@gmail.com,11,pandas,1
435,user435@outlook.com,13,c#,0
436,user436@outlook.com,1,kotlin,0
437,user437@example.com,9,flask,1
438,user438@hotmail.com,11,javascript,0
439,user439@outlook.com,8,typescript,0
440,user440@gmail.com,6,scala,0
441,user441@example.com,2,json,0
442,user442@gmail.com,4,python,1
443,user443@gmail.com,7,ruby,0
444,user444@outlook.com,10,c++,0
445,user445@yahoo.com,14,pandas,1
446,user446@example.com,3,matlab,0
447,user447@outlook.com,9,elixir,0
448,user448@hotmail.com,10,ruby,0
449,user449@outlook.com,15,swift,0
450,user450@gmail.com,13,json,0
451,user451@hotmail.com,12,html,0
452,user452@example.com,7,xml,0
453,user453@hotmail.com,3,perl,0
454,user454@gmail.com,3,html,0
455,user455@gmail.com,9,django,1
456,user456@hotmail.com,8,julia,0
457,user457@yahoo.com,8,typescript,0
458,user458@example.com,7,typescript,0
459,user459@gmail.com,14,swift,0
460,user460@yahoo.com,3,scala,0
461,user461@hotmail.com,14,php,0
462,user462@example.com,11,html,0
463,user463@example.com,14,fortran,0
464,user464@hotmail.com,11,bash,0
465,user465@example.com,11,sql,0
466,user466@example.com,1,typescript,0
467,user467@hotmail.com,2,css,0
468,user468@example.com,10,lua,0
469,user469@yahoo.com,15,ruby,0
470,user470@yahoo.com,4,javascript,0
471,user471@example.com,6,ruby,0
472,user472@outlook.com,13,dart,0
473,user473@example.com,11,lua,0
474,user474@example.com,10,xml,0
475,user475@yahoo.com,4,html,0
476,user476@yahoo.com,10,sql,0
477,user477@hotmail.com,11,cobol,0
478,user478@yahoo.com,5,lisp,0
479,user479@yahoo.com,1,lisp,0
480,user480@example.com,14,scheme,0
481,user481@yahoo.com,12,scheme,0
482,user482@hotmail.com,6,c++,0
483,user483@example.com,10,bash,0
484,user484@outlook.com,14,fastapi,1
485,user485@gmail.com,13,flask,1
486,user486@gmail.com,7,julia,0
487,user487@hotmail.com,3,kotlin,0
488,user488@example.com,6,swift,0
489,user489@gmail.com,8,erlang,0
490,user490@gmail.com,3,c#,0
491,user491@hotmail.com,10,sql,0
492,user492@hotmail.com,2,scheme,0
493,user493@hotmail.com,10,r,0
494,user494@yahoo.com,15,matlab,0
495,user495@outlook.com,13,c++,0
496,user496@example.com,14,haskell,0
497,user497@yahoo.com,9,django,1
498,user498@hotmail.com,10,lua,0
499,user499@yahoo.com,14,json,0
500,user500@gmail.com,7,php,0
501,user501@outlook.com,1,sql,0
502,user502@yahoo.com,13,fortran,0
503,user503@outlook.com,10,javascript,0
504,user504@outlook.com,9,cobol,0
505,user505@outlook.com,4,typescript,0
506,user506@gmail.com,8,fastapi,1
507,user507@gmail.com,7,javascript,0
508,user508@gmail.com,4,ruby,0
509,user509@outlook.com,7,pandas,1
510,user510@yahoo.com,2,erlang,0
511,user511@example.com,11,typescript,0
512,user512@example.com,12,django,1
513,user513@yahoo.com,2,django,1
514,user514@gmail.com,11,dart,0
515,user515@yahoo.com,9,r,0
516,user516@hotmail.com,5,scheme,0
517,user517@outlook.com,8,dart,0
518,user518@example.com,10,c++,0
519,user519@yahoo.com,5,css,0
520,user520@gmail.com,5,javascript,0
521,user521@gmail.com,7,perl,0
522,user522@yahoo.com,14,python,1
523,user523@outlook.com,12,javascript,0
524,user524@yahoo.com,11,typescript,0
525,user525@outlook.com,4,swift,0
526,user526@outlook.com,3,flask,1
527,user527@hotmail.com,8,c++,0
528,user528@yahoo.com,13,css,0
529,user529@outlook.com,6,bash,0
530,user530@hotmail.com,8,fortran,0
531,user531@gmail.com,6,rust,0
532,user532@hotmail.com,8,sql,0
533,user533@gmail.com,1,c#,0
534,user534@hotmail.com,13,json,0
535,user535@hotmail.com,15,scala,0
536,user536@yahoo.com,11,lisp,0
537,user537@hotmail.com,1,javascript,0
538,user538@gmail.com,9,django,1
539,user539@gmail.com,11,javascript,0
540,user540@example.com,13,c++,0
541,user541@gmail.com,11,xml,0
542,user542@gmail.com,8,haskell,0
543,user543@example.com,4,fortran,0
544,user544@outlook.com,2,java,0
545,user545@example.com,8,c#,0
546,user546@example.com,5,fastapi,1
547,user547@hotmail.com,9,fastapi,1
548,user548@hotmail.com,1,bash,0
549,user549@yahoo.com,3,cobol,0
550,user550@yahoo.com,9,f#,0
551,user551@hotmail.com,4,scheme,0
552,user552@yahoo.com,5,java,0
553,user553@example.com,1,go,0
554,user554@gmail.com,14,flask,1
555,user555@outlook.com,15,sas,0
556,user556@outlook.com,15,dart,0
557,user557@hotmail.com,12,r,0
558,user558@gmail.com,7,json,0
559,user559@example.com,10,r,0
560,user560@outlook.com,6,fortran,0
561,user561@hotmail.com,9,matlab,0
562,user562@hotmail.com,14,swift,0
563,user563@outlook.com,2,c++,0
564,user564@hotmail.com,12,ruby,0
565,user565@outlook.com,2,lisp,0
566,user566@gmail.com,15,matlab,0
567,user567@gmail.com,4,scheme,0
568,user568@example.com,7,django,1
569,user569@outlook.com,9,swift,0
570,user570@example.com,14,typescript,0
571,user571@yahoo.com,10,json,0
572,user572@example.com,11,fastapi,1
573,user573@gmail.com,7,elixir,0
574,user574@gmail.com,1,xml,0
575,user575@yahoo.com,11,css,0
576,user576@hotmail.com,5,fortran,0
577,user577@gmail.com,5,python,1
578,user578@hotmail.com,14,django,1
579,user579@example.com,4,java,0
580,user580@example.com,2,elixir,0
581,user581@outlook.com,13,fortran,0
582,user582@example.com,4,perl,0
583,user583@example.com,7,dart,0
584,user584@gmail.com,5,python,1
585,user585@yahoo.com,13,haskell,0
586,user586@hotmail.com,3,django,1
587,user587@example.com,15,lua,0
588,user588@hotmail.com,14,python,1
589,user589@example.com,8,javascript,0
590,user590@outlook.com,3,c#,0
591,user591@example.com,14,dart,0
592,user592@example.com,8,perl,0
593,user593@yahoo.com,1,perl,0
594,user594@gmail.com,14,fastapi,1
595,user595@example.com,5,perl,0
596,user596@example.com,2,sas,0
597,user597@outlook.com,3,css,0
598,user598@outlook.com,6,ruby,0
599,user599@gmail.com,9,cobol,0
600,user600@yahoo.com,4,r,0
601,user601@example.com,10,python,1
602,user602@outlook.com,5,java,0
603,user603@hotmail.com,9,css,0
604,user604@hotmail.com,3,html,0
605,user605@yahoo.com,8,kotlin,0
606,user606@outlook.com,10,sql,0
607,user607@example.com,14,javascript,0
608,user608@outlook.com,10,swift,0
609,user609@outlook.com,12,ruby,0
610,user610@yahoo.com,4,f#,0
611,user611@yahoo.com,1,erlang,0
612,user612@gmail.com,2,lua,0
613,user613@outlook.com,1,typescript,0
614,user614@gmail.com,11,elixir,0
615,user615@yahoo.com,4,julia,0
616,user616@yahoo.com,1,swift,0
617,user617@outlook.com,14,python,1
618,user618@hotmail.com,7,xml,0
619,user619@gmail.com,4,javascript,0
620,user620@gmail.com,1,java,0
621,user621@outlook.com,15,elixir,0
622,user622@example.com,14,sas,0
623,user623@gmail.com,4,json,0
624,user624@example.com,9,c++,0
625,user625@yahoo.com,2,ruby,0
626,user626@example.com,2,rust,0
627,user627@gmail.com,9,rust,0
628,user628@example.com,4,perl,0
629,user629@outlook.com,13,rust,0
630,user630@yahoo.com,9,kotlin,0
631,user631@yahoo.com,9,sql,0
632,user632@gmail.com,5,typescript,0
633,user633@example.com,7,css,0
634,user634@yahoo.com,9,java,0
635,user635@hotmail.com,3,kotlin,0
636,user636@example.com,5,f#,0
637,user637@hotmail.com,8,scala,0
638,user638@yahoo.com,12,go,0
639,user639@hotmail.com,11,flask,1
640,user640@example.com,13,bash,0
641,user641@hotmail.com,12,sas,0
642,user642@yahoo.com,10,bash,0
643,user643@hotmail.com,11,java,0
644,user644@gmail.com,12,julia,0
645,user645@hotmail.com,8,bash,0
646,user646@gmail.com,6,matlab,0
647,user647@outlook.com,14,java,0
648,user648@example.com,12,pandas,1
649,user649@example.com,10,sql,0
650,user650@outlook.com,8,lisp,0
651,user651@yahoo.com,5,scheme,0
652,user652@example.com,11,php,0
653,user653@yahoo.com,12,perl,0
654,user654@outlook.com,6,r,0
655,user655@yahoo.com,10,typescript,0
656,user656@outlook.com,4,pandas,1
657,user657@gmail.com,3,xml,0
658,user658@yahoo.com,6,javascript,0
659,user659@hotmail.com,4,go,0
660,user660@gmail.com,6,php,0
661,user661@gmail.com,3,c++,0
662,user662@yahoo.com,14,c#,0
663,user663@yahoo.com,12,go,0
664,user664@example.com,14,javascript,0
665,user665@outlook.com,14,c++,0
666,user666@outlook.com,5,java,0
667,user667@gmail.com,12,kotlin,0
668,user668@hotmail.com,4,java,0
669,user669@outlook.com,6,julia,0
670,user670@gmail.com,8,javascript,0
671,user671@yahoo.com,6,json,0
672,user672@yahoo.com,10,fortran,0
673,user673@gmail.com,4,f#,0
674,user674@example.com,3,java,0
675,user675@example.com,8,bash,0
676,user676@yahoo.com,12,scheme,0
677,user677@outlook.com,6,json,0
678,user678@yahoo.com,14,matlab,0
679,user679@hotmail.com,12,fastapi,1
680,user680@hotmail.com,14,elixir,0
681,user681@hotmail.com,7,javascript,0
682,user682@hotmail.com,13,css,0
683,user683@gmail.com,10,pandas,1
684,user684@example.com,6,fastapi,1
685,user685@gmail.com,4,scheme,0
686,user686@gmail.com,6,c#,0
687,user687@outlook.com,15,elixir,0
688,user688@outlook.com,4,fastapi,1
689,user689@yahoo.com,12,lisp,0
690,user690@hotmail.com,15,kotlin,0
691,user691@outlook.com,1,javascript,0
692,user692@hotmail.com,10,lisp,0
693,user693@yahoo.com,4,php,0
694,user694@yahoo.com,3,erlang,0
695,user695@hotmail.com,15,xml,0
696,user696@gmail.com,13,lua,0
697,user697@gmail.com,9,scala,0
698,user698@example.com,3,lua,0
699,user699@yahoo.com,5,swift,0
700,user700@outlook.com,13,kotlin,0
701,user701@gmail.com,13,dart,0
702,user702@gmail.com,14,bash,0
703,user703@yahoo.com,8,julia,0
704,user704@hotmail.com,1,matlab,0
705,user705@outlook.com,8,sas,0
706,user706@yahoo.com,4,json,0
707,user707@yahoo.com,6,kotlin,0
708,user708@outlook.com,15,matlab,0
709,user709@hotmail.com,15,django,1
710,user710@hotmail.com,2,julia,0
711,user711@outlook.com,4,json,0
712,user712@outlook.com,8,html,0
713,user713@hotmail.com,12,perl,0
714,user714@example.com,9,fortran,0
715,user715@example.com,2,flask,1
716,user716@example.com,10,php,0
717,user717@outlook.com,5,erlang,0
718,user718@outlook.com,1,swift,0
719,user719@gmail.com,6,sql,0
720,user720@gmail.com,1,java,0
721,user721@outlook.com,9,cobol,0
722,user722@outlook.com,4,lisp,0
723,user723@outlook.com,3,java,0
724,user724@hotmail.com,13,haskell,0
725,user725@outlook.com,15,f#,0
726,user726@hotmail.com,15,perl,0
727,user727@yahoo.com,6,lua,0
728,user728@yahoo.com,1,ruby,0
729,user729@yahoo.com,7,haskell,0
730,user730@example.com,15,kotlin,0
731,user731@gmail.com,1,bash,0
732,user732@yahoo.com,1,perl,0
733,user733@example.com,5,r,0
734,user734@outlook.com,10,fastapi,1
735,user735@example.com,9,matlab,0
736,user736@hotmail.com,11,fastapi,1
737,user737@gmail.com,14,typescript,0
738,user738@outlook.com,15,scheme,0
739,user739@outlook.com,4,fortran,0
740,user740@yahoo.com,8,f#,0
741,user741@gmail.com,7,xml,0
742,user742@yahoo.com,5,haskell,0
743,user743@hotmail.com,15,kotlin,0
744,user744@yahoo.com,14,typescript,0
745,user745@outlook.com,6,pandas,1
746,user746@outlook.com,5,scheme,0
747,user747@hotmail.com,13,fortran,0
748,user748@hotmail.com,3,typescript,0
749,user749@example.com,7,c#,0
750,user750@hotmail.com,6,php,0
751,user751@gmail.com,9,ruby,0
752,user752@hotmail.com,9,bash,0
753,user753@example.com,15,pandas,1
754,user754@outlook.com,15,cobol,0
755,user755@example.com,8,matlab,0
756,user756@gmail.com,4,c++,0
757,user757@yahoo.com,2,f#,0
758,user758@gmail.com,13,scheme,0
759,user759@hotmail.com,15,json,0
760,user760@gmail.com,2,matlab,0
761,user761@gmail.com,1,r,0
762,user762@example.com,10,perl,0
763,user763@gmail.com,14,javascript,0
764,user764@gmail.com,7,python,1
